Year,Gebietseinheit,Nationalität,Units,GeoCode,Value
2005,Braunschweig  Stadt,Deutsche,Anzahl,K03101,202.0
2005,Salzgitter  Stadt,Deutsche,Anzahl,K03102,61.0
2005,Wolfsburg  Stadt,Deutsche,Anzahl,K03103,87.0
2005,Gifhorn,Deutsche,Anzahl,K03151,116.0
2005,Goslar,Deutsche,Anzahl,K03153,158.0
2005,Helmstedt,Deutsche,Anzahl,K03154,73.0
2005,Northeim,Deutsche,Anzahl,K03155,136.0
2005,Peine,Deutsche,Anzahl,K03157,111.0
2005,Wolfenbüttel,Deutsche,Anzahl,K03158,70.0
2005,Göttingen,Deutsche,Anzahl,K03159,283.0
2005,Statistische Region Braunschweig,Deutsche,Anzahl,K031,1297.0
2005,Hannover  Region,Deutsche,Anzahl,K03241,674.0
2005,dav. Hannover  Lhst.,Deutsche,Anzahl,K03241001,297.0
2005,dav. Hannover  Umland,Deutsche,Anzahl,K03241999,377.0
2005,Diepholz,Deutsche,Anzahl,K03251,128.0
2005,Hameln-Pyrmont,Deutsche,Anzahl,K03252,151.0
2005,Hildesheim,Deutsche,Anzahl,K03254,244.0
2005,Holzminden,Deutsche,Anzahl,K03255,55.0
2005,Nienburg (Weser),Deutsche,Anzahl,K03256,102.0
2005,Schaumburg,Deutsche,Anzahl,K03257,141.0
2005,Statistische Region Hannover,Deutsche,Anzahl,K032,1495.0
2005,Celle,Deutsche,Anzahl,K03351,181.0
2005,Cuxhaven,Deutsche,Anzahl,K03352,180.0
2005,Harburg,Deutsche,Anzahl,K03353,159.0
2005,Lüchow-Dannenberg,Deutsche,Anzahl,K03354,63.0
2005,Lüneburg,Deutsche,Anzahl,K03355,105.0
2005,Osterholz,Deutsche,Anzahl,K03356,63.0
2005,Rotenburg (Wümme),Deutsche,Anzahl,K03357,218.0
2005,Heidekreis,Deutsche,Anzahl,K03358,143.0
2005,Stade,Deutsche,Anzahl,K03359,193.0
2005,Uelzen,Deutsche,Anzahl,K03360,111.0
2005,Verden,Deutsche,Anzahl,K03361,125.0
2005,Statistische Region Lüneburg,Deutsche,Anzahl,K033,1541.0
2005,Delmenhorst  Stadt,Deutsche,Anzahl,K03401,77.0
2005,Emden  Stadt,Deutsche,Anzahl,K03402,58.0
2005,Oldenburg(Oldb)  Stadt,Deutsche,Anzahl,K03403,118.0
2005,Osnabrück  Stadt,Deutsche,Anzahl,K03404,76.0
2005,Wilhelmshaven  Stadt,Deutsche,Anzahl,K03405,80.0
2005,Ammerland,Deutsche,Anzahl,K03451,117.0
2005,Aurich,Deutsche,Anzahl,K03452,279.0
2005,Cloppenburg,Deutsche,Anzahl,K03453,176.0
2005,Emsland,Deutsche,Anzahl,K03454,319.0
2005,Friesland,Deutsche,Anzahl,K03455,103.0
2005,Grafschaft Bentheim,Deutsche,Anzahl,K03456,159.0
2005,Leer,Deutsche,Anzahl,K03457,192.0
2005,Oldenburg,Deutsche,Anzahl,K03458,78.0
2005,Osnabrück,Deutsche,Anzahl,K03459,273.0
2005,Vechta,Deutsche,Anzahl,K03460,142.0
2005,Wesermarsch,Deutsche,Anzahl,K03461,91.0
2005,Wittmund,Deutsche,Anzahl,K03462,67.0
2005,Statistische Region Weser-Ems,Deutsche,Anzahl,K034,2405.0
2005,Niedersachsen,Deutsche,Anzahl,K030,6738.0
2005,Braunschweig  Stadt,Ausländerinnen und Ausländer,Anzahl,K03101,44.0
2005,Salzgitter  Stadt,Ausländerinnen und Ausländer,Anzahl,K03102,30.0
2005,Wolfsburg  Stadt,Ausländerinnen und Ausländer,Anzahl,K03103,36.0
2005,Gifhorn,Ausländerinnen und Ausländer,Anzahl,K03151,34.0
2005,Goslar,Ausländerinnen und Ausländer,Anzahl,K03153,33.0
2005,Helmstedt,Ausländerinnen und Ausländer,Anzahl,K03154,6.0
2005,Northeim,Ausländerinnen und Ausländer,Anzahl,K03155,23.0
2005,Peine,Ausländerinnen und Ausländer,Anzahl,K03157,28.0
2005,Wolfenbüttel,Ausländerinnen und Ausländer,Anzahl,K03158,10.0
2005,Göttingen,Ausländerinnen und Ausländer,Anzahl,K03159,72.0
2005,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Anzahl,K031,316.0
2005,Hannover  Region,Ausländerinnen und Ausländer,Anzahl,K03241,311.0
2005,dav. Hannover  Lhst.,Ausländerinnen und Ausländer,Anzahl,K03241001,182.0
2005,dav. Hannover  Umland,Ausländerinnen und Ausländer,Anzahl,K03241999,129.0
2005,Diepholz,Ausländerinnen und Ausländer,Anzahl,K03251,30.0
2005,Hameln-Pyrmont,Ausländerinnen und Ausländer,Anzahl,K03252,47.0
2005,Hildesheim,Ausländerinnen und Ausländer,Anzahl,K03254,82.0
2005,Holzminden,Ausländerinnen und Ausländer,Anzahl,K03255,6.0
2005,Nienburg (Weser),Ausländerinnen und Ausländer,Anzahl,K03256,34.0
2005,Schaumburg,Ausländerinnen und Ausländer,Anzahl,K03257,23.0
2005,Statistische Region Hannover,Ausländerinnen und Ausländer,Anzahl,K032,533.0
2005,Celle,Ausländerinnen und Ausländer,Anzahl,K03351,50.0
2005,Cuxhaven,Ausländerinnen und Ausländer,Anzahl,K03352,42.0
2005,Harburg,Ausländerinnen und Ausländer,Anzahl,K03353,41.0
2005,Lüchow-Dannenberg,Ausländerinnen und Ausländer,Anzahl,K03354,8.0
2005,Lüneburg,Ausländerinnen und Ausländer,Anzahl,K03355,22.0
2005,Osterholz,Ausländerinnen und Ausländer,Anzahl,K03356,21.0
2005,Rotenburg (Wümme),Ausländerinnen und Ausländer,Anzahl,K03357,18.0
2005,Heidekreis,Ausländerinnen und Ausländer,Anzahl,K03358,33.0
2005,Stade,Ausländerinnen und Ausländer,Anzahl,K03359,28.0
2005,Uelzen,Ausländerinnen und Ausländer,Anzahl,K03360,19.0
2005,Verden,Ausländerinnen und Ausländer,Anzahl,K03361,47.0
2005,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Anzahl,K033,329.0
2005,Delmenhorst  Stadt,Ausländerinnen und Ausländer,Anzahl,K03401,34.0
2005,Emden  Stadt,Ausländerinnen und Ausländer,Anzahl,K03402,20.0
2005,Oldenburg(Oldb)  Stadt,Ausländerinnen und Ausländer,Anzahl,K03403,26.0
2005,Osnabrück  Stadt,Ausländerinnen und Ausländer,Anzahl,K03404,36.0
2005,Wilhelmshaven  Stadt,Ausländerinnen und Ausländer,Anzahl,K03405,20.0
2005,Ammerland,Ausländerinnen und Ausländer,Anzahl,K03451,15.0
2005,Aurich,Ausländerinnen und Ausländer,Anzahl,K03452,24.0
2005,Cloppenburg,Ausländerinnen und Ausländer,Anzahl,K03453,24.0
2005,Emsland,Ausländerinnen und Ausländer,Anzahl,K03454,38.0
2005,Friesland,Ausländerinnen und Ausländer,Anzahl,K03455,11.0
2005,Grafschaft Bentheim,Ausländerinnen und Ausländer,Anzahl,K03456,28.0
2005,Leer,Ausländerinnen und Ausländer,Anzahl,K03457,23.0
2005,Oldenburg,Ausländerinnen und Ausländer,Anzahl,K03458,15.0
2005,Osnabrück,Ausländerinnen und Ausländer,Anzahl,K03459,68.0
2005,Vechta,Ausländerinnen und Ausländer,Anzahl,K03460,30.0
2005,Wesermarsch,Ausländerinnen und Ausländer,Anzahl,K03461,10.0
2005,Wittmund,Ausländerinnen und Ausländer,Anzahl,K03462,7.0
2005,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Anzahl,K034,429.0
2005,Niedersachsen,Ausländerinnen und Ausländer,Anzahl,K030,1607.0
2011,Braunschweig  Stadt,Deutsche,Anzahl,K03101,131.0
2011,Salzgitter  Stadt,Deutsche,Anzahl,K03102,38.0
2011,Wolfsburg  Stadt,Deutsche,Anzahl,K03103,82.0
2011,Gifhorn,Deutsche,Anzahl,K03151,106.0
2011,Goslar,Deutsche,Anzahl,K03153,99.0
2011,Helmstedt,Deutsche,Anzahl,K03154,49.0
2011,Northeim,Deutsche,Anzahl,K03155,69.0
2011,Peine,Deutsche,Anzahl,K03157,50.0
2011,Wolfenbüttel,Deutsche,Anzahl,K03158,71.0
2011,Göttingen,Deutsche,Anzahl,K03159,162.0
2011,Statistische Region Braunschweig,Deutsche,Anzahl,K031,857.0
2011,Hannover  Region,Deutsche,Anzahl,K03241,445.0
2011,dav. Hannover  Lhst.,Deutsche,Anzahl,K03241001,211.0
2011,dav. Hannover  Umland,Deutsche,Anzahl,K03241999,234.0
2011,Diepholz,Deutsche,Anzahl,K03251,112.0
2011,Hameln-Pyrmont,Deutsche,Anzahl,K03252,129.0
2011,Hildesheim,Deutsche,Anzahl,K03254,174.0
2011,Holzminden,Deutsche,Anzahl,K03255,35.0
2011,Nienburg (Weser),Deutsche,Anzahl,K03256,48.0
2011,Schaumburg,Deutsche,Anzahl,K03257,68.0
2011,Statistische Region Hannover,Deutsche,Anzahl,K032,1011.0
2011,Celle,Deutsche,Anzahl,K03351,119.0
2011,Cuxhaven,Deutsche,Anzahl,K03352,112.0
2011,Harburg,Deutsche,Anzahl,K03353,101.0
2011,Lüchow-Dannenberg,Deutsche,Anzahl,K03354,30.0
2011,Lüneburg,Deutsche,Anzahl,K03355,86.0
2011,Osterholz,Deutsche,Anzahl,K03356,60.0
2011,Rotenburg (Wümme),Deutsche,Anzahl,K03357,115.0
2011,Heidekreis,Deutsche,Anzahl,K03358,107.0
2011,Stade,Deutsche,Anzahl,K03359,117.0
2011,Uelzen,Deutsche,Anzahl,K03360,54.0
2011,Verden,Deutsche,Anzahl,K03361,56.0
2011,Statistische Region Lüneburg,Deutsche,Anzahl,K033,957.0
2011,Delmenhorst  Stadt,Deutsche,Anzahl,K03401,45.0
2011,Emden  Stadt,Deutsche,Anzahl,K03402,32.0
2011,Oldenburg(Oldb)  Stadt,Deutsche,Anzahl,K03403,102.0
2011,Osnabrück  Stadt,Deutsche,Anzahl,K03404,100.0
2011,Wilhelmshaven  Stadt,Deutsche,Anzahl,K03405,31.0
2011,Ammerland,Deutsche,Anzahl,K03451,48.0
